,Unnamed: 0,Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição,data,PG,h2,PGreglin,PGregpol3,erroreglin,erroregpol
240,240,19120,QUEIMADO,825.31,6.1,23,0,23,9.74,69.17,,29/08/2022,2022-08-29,34.003875,651.135352451486,33.14201593970586,33.19035428912932,0.8618590602941438,0.8135207108706837
241,241,19120,QUEIMADO,825.26,5.76,24,0,24,9.77,68.76,,30/08/2022,2022-08-30,35.8580416666667,649.240942504535,34.70840365098882,34.801713479198135,1.1496380156778798,1.0563281874685657
242,242,19120,QUEIMADO,825.2,6.55,24,0,24,9.7,68.38,,31/08/2022,2022-08-31,35.3090416666667,651.875859964426,34.69881392584152,34.792123754050834,0.6102277408251808,0.5169179126158667
243,243,19120,QUEIMADO,825.15,5.88,24,0,24,9.78,67.97,,01/09/2022,2022-09-01,35.25675,652.082547989028,34.68846711712994,34.78177694533925,0.5682828828700579,0.4749730546607438
244,244,19120,QUEIMADO,825.1,5.99,24,0,24,9.59,67.57,,02/09/2022,2022-09-02,35.2732916666667,651.951348669692,34.67837266960646,34.771682497815775,0.5949189970602404,0.5016091688509263
245,245,19120,QUEIMADO,825.04,5.99,24,0,24,9.67,67.17,,03/09/2022,2022-09-03,35.4250416666667,651.146442067618,34.66827822208296,34.761588050292275,0.7567634445837399,0.6634536163744258
246,246,19120,QUEIMADO,824.99,6.11,24,0,24,9.73,66.78,,04/09/2022,2022-09-04,35.2988333333333,651.715970375603,34.65843613574758,34.75174596395689,0.6403971975857203,0.5470873693764062
247,247,19120,QUEIMADO,824.93,6.18,24,0,24,9.79,66.38,,05/09/2022,2022-09-05,35.3547083333333,651.381692574016,34.64834168822408,34.74165151643339,0.7063666451092203,0.6130568168999062
248,248,19120,QUEIMADO,824.88,6.15,24,0,24,9.84,65.99,,06/09/2022,2022-09-06,35.3856666666667,651.17972508216,34.638499601888675,34.73180943009799,0.7471670647780257,0.6538572365687116
249,249,19120,QUEIMADO,824.83,6.27,24,0,24,9.92,65.59,,07/09/2022,2022-09-07,35.3317083333333,651.394594398383,34.6284051543652,34.72171498257451,0.7033031789681061,0.609993350758792
250,250,19120,QUEIMADO,824.78,6.38,24,0,24,9.76,65.23,,08/09/2022,2022-09-08,35.3580416666667,651.215329990774,34.61932015159407,34.71262997980338,0.7387215150726334,0.6454116868633193
251,251,19120,QUEIMADO,824.72,5.74,24,0,24,9.6,64.83,,09/09/2022,2022-09-09,35.3434583333333,651.226916292456,34.60922570407057,34.70253553227988,0.7342326292627348,0.6409228010534207
252,252,19120,QUEIMADO,824.69,7.03,24,0,24,9.86,64.59,,10/09/2022,2022-09-10,35.3814583333333,651.010382843502,34.603169035556476,34.69647886376579,0.7782892977768228,0.6849794695675087
253,253,19120,QUEIMADO,824.63,6.5,24,0,24,10.11,64.2,,11/09/2022,2022-09-11,35.38925,650.912135305175,34.59332694922107,34.68663677743039,0.7959230507789243,0.7026132225696102
